Target,Postal Code,Latitude Dgr,Longitude Dgr
3399,95677,38.8027,-121.2019
3400,80916,38.8076,-104.7585
3401,66030,38.8089,-94.8931
3402,64083,38.8099,-94.4957
3403,63033,38.8111,-90.2925
3404,63385,38.8142,-90.8789
3405,20169,38.8186,-77.6449
3406,45631,38.8214,-82.1719
3407,63383,38.8233,-91.1427
3408,80905,38.8237,-104.8376
3409,25271,38.829,-81.7193
3410,80909,38.8375,-104.7704
3411,66223,38.8425,-94.6697
3412,80915,38.8431,-104.7469
3413,22030,38.8497,-77.332
3414,66062,38.8529,-94.7998
3415,22033,38.8543,-77.3966
3416,80915,38.8545,-104.7218
3417,64082,38.8567,-94.3807
3418,80909,38.8576,-104.7929
3419,20020,38.8623,-76.9691
3420,65251,38.8642,-91.9457
3421,47421,38.8654,-86.5151
3422,22664,38.869,-78.5311
3423,80901,38.8691,-104.6858
3424,20774,38.8703,-76.8466
3425,62095,38.8705,-90.0703
3426,21629,38.8744,-75.8217
3427,66062,38.881,-94.7581
3428,64145,38.885,-94.6049
3429,66212,38.8855,-94.6967
3430,66061,38.8862,-94.8379
3431,95648,38.8886,-121.2919
3432,20151,38.8891,-77.443
3433,35565,38.8919,-86.7669
3434,80918,38.8927,-104.7555
3435,26241,38.8928,-79.8436
3436,64030,38.899,-94.5273
3437,20001,38.9004,-77.012
3438,67601,38.9033,-99.3212
3439,65201,38.9131,-92.324
3440,66210,38.9148,-94.6639
3441,66046,38.9237,-95.2569
3442,89410,38.9239,-119.7212
3443,19963,38.9292,-75.4352
3444,22182,38.93,-77.2454
3445,64086,38.9306,-94.3636
3446,95422,38.9316,-122.6164
3447,95603,38.9322,-121.0854
3448,20716,38.9356,-76.7205
3449,20166,38.9358,-77.5235
3450,80831,38.9392,-104.613
3451,66212,38.9408,-94.6655
3452,80920,38.9427,-104.7254
3453,20784,38.9429,-76.908
3454,65201,38.9477,-92.3272
3455,80920,38.9499,-104.7997
3456,65233,38.9516,-92.7397
3457,65201,38.9551,-92.2968
3458,47274,38.9555,-85.8645
3459,65203,38.9571,-92.3823
3460,20011,38.958,-77.0022
3461,22630,38.9601,-78.1877
3462,20011,38.962,-77.0273
3463,64138,38.9621,-94.5191
3464,62035,38.9646,-90.1963
3465,66212,38.9657,-94.6688
3466,62471,38.9664,-89.135
3467,80863,38.9705,-105.0386
3468,66049,38.9734,-95.3098
3469,64138,38.9837,-94.4593
3470,34747,38.985,-94.4613
3471,41001,38.9884,-84.4011
3472,63379,38.9888,-90.982
3473,66204,38.9898,-94.6988
3474,66203,38.9946,-94.7134
3475,26201,38.998,-80.235
3476,66611,38.9983,-95.6939
3477,62454,39.0088,-87.7239
3478,25260,39.0104,-82.0343
3479,41042,39.0113,-84.6507
3480,66217,39.012,-94.7729
3481,64075,39.0141,-94.1222
3482,45102,39.0152,-84.1989
3483,47265,39.0162,-85.6377
3484,66441,39.0177,-96.8619
3485,66441,39.019,-96.8207
3486,26452,39.0199,-80.415
3487,47265,39.0202,-85.6375
3488,66605,39.0203,-95.6481
3489,8242,39.0211,-74.8729
3490,20166,39.0228,-77.4289
3491,64014,39.0242,-94.255
3492,66226,39.0251,-94.8499
3493,45640,39.0317,-82.6217
3494,41017,39.0354,-84.5361
3495,66205,39.0356,-94.6411
3496,47441,39.0359,-87.1307
3497,64014,39.0377,-94.2697
3498,66604,39.0396,-95.7647
3499,66205,39.0436,-94.6194
3500,64133,39.0448,-94.443
3501,64055,39.0461,-94.367
3502,64055,39.0582,-94.4137
3503,66606,39.06,-95.7084
3504,80132,39.067,-104.8539
3505,66106,39.0747,-94.656
3506,81501,39.0751,-108.5189
3507,81505,39.0763,-108.5817
3508,64037,39.0779,-93.7368
3509,47001,39.0799,-84.8888
3510,81504,39.0835,-108.474
3511,22602,39.0838,-78.1504
3512,26836,39.0848,-78.9589
3513,66012,39.086,-94.8799
3514,45245,39.0902,-84.2697
3515,66617,39.0939,-95.6718
3516,20724,39.0987,-76.8025
3517,47882,39.1011,-87.424
3518,19934,39.1027,-75.5462
3519,62052,39.1036,-90.3184
3520,45690,39.1106,-82.9994
3521,65340,39.1115,-93.2164
3522,89705,39.1118,-119.7784
3523,20176,39.1168,-77.5402
3524,20175,39.1171,-77.5406
3525,65265,39.1206,-91.8908
3526,20877,39.1246,-77.174
3527,21122,39.1271,-76.5872
3528,95901,39.1272,-121.5743
3529,45238,39.1282,-84.5972
3530,66102,39.1294,-94.8333
3531,66109,39.132,-94.8298
3532,95482,39.1337,-123.197
3533,62401,39.1405,-88.5616
3534,47403,39.1414,-86.58
3535,95993,39.1447,-121.654
3536,21144,39.1464,-76.6467
3537,45227,39.1487,-84.4026
3538,45213,39.1488,-84.4027
3539,21076,39.1557,-76.7325
3540,22601,39.1559,-78.1724
3541,45150,39.1594,-84.2801
3542,62056,39.1855,-89.6684
3543,89706,39.1872,-119.7575
3544,66502,39.1885,-96.5563
3545,64119,39.1898,-94.5466
3546,21060,39.1901,-76.6058
3547,22603,39.1939,-78.2055
3548,21045,39.1958,-76.8198
3549,47201,39.196,-85.9465
3550,20876,39.1988,-77.2524
3551,47201,39.2063,-85.8794
3552,77033,39.2115,-75.5705
3553,26101,39.2158,-81.5486
3554,19901,39.2167,-75.5709
3555,45239,39.2246,-84.5916
3556,64119,39.2254,-94.5457
3557,21620,39.2258,-76.0712
3558,45133,39.2278,-83.6218
3559,64158,39.243,-94.4591
3560,21227,39.2485,-76.6674
3561,45241,39.2494,-84.4298
3562,64154,39.2505,-94.6545
3563,21230,39.2577,-76.6087
3564,45251,39.2606,-84.5977
3565,26301,39.2634,-80.2857
3566,64085,39.2638,-93.9634
3567,62626,39.268,-89.8944
3568,66048,39.2688,-94.9304
3569,21228,39.2817,-76.7512
3570,21043,39.2828,-76.8207
3571,21222,39.2855,-76.4984
3572,45246,39.2881,-84.4557
3573,47460,39.2913,-86.7845
3574,45240,39.2968,-84.519
3575,25414,39.3003,-77.8274
3576,26105,39.3063,-81.5537
3577,45040,39.3115,-84.3187
3578,64024,39.3296,-94.2649
3579,63334,39.3306,-91.1817
3580,67735,39.3343,-101.7285
3581,45701,39.3356,-82.067
3582,21220,39.3366,-76.4009
3583,21237,39.3373,-76.4878
3584,45069,39.3454,-84.3926
3585,45601,39.3479,-82.9711
3586,26354,39.3585,-79.9965
3587,47240,39.3599,-85.475
3588,80107,39.3605,-104.6235
3589,25428,39.3612,-78.0351
3590,21133,39.366,-76.7816
3591,21771,39.367,-77.1624
3592,67701,39.3672,-101.0476
3593,84627,39.3739,-111.5898
3594,21236,39.3792,-76.5102
3595,45011,39.3882,-84.5081
3596,62557,39.3905,-89.0844
3597,8234,39.3951,-74.5509
3598,21286,39.3952,-76.5804
3599,21704,39.3965,-77.4111
3600,21784,39.3965,-76.9347
3601,47802,39.3997,-87.4058
3602,26726,39.4014,-79.0115
3603,45750,39.4041,-81.419
3604,21784,39.4053,-76.9482
3605,80104,39.4063,-104.8608
3606,21117,39.4063,-76.767
3607,62565,39.408,-88.8285
3608,62441,39.4151,-87.6908
3609,46151,39.4183,-86.4059
3610,21550,39.4223,-79.3911
3611,89521,39.4229,-119.7566
3612,26554,39.4249,-80.1908
3613,8332,39.4253,-75.0357
3614,45013,39.4259,-84.6004
3615,47803,39.4388,-87.337
3616,21701,39.4459,-77.3873
3617,19709,39.4463,-75.7379
3618,65270,39.4477,-92.4205
3619,21701,39.4493,-77.3902
3620,25401,39.4517,-77.9861
3621,8330,39.4521,-74.6533
3622,45177,39.4531,-83.7791
3623,45036,39.4561,-84.1725
3624,66436,39.4565,-95.7506
3625,21009,39.4622,-76.3148
3626,8302,39.4667,-75.2089
3627,21030,39.4707,-76.6432
3628,89406,39.4757,-118.8065
3629,89509,39.4805,-119.799
3630,61938,39.4813,-88.3374
3631,61920,39.4851,-88.1554
3632,26537,39.4869,-79.7336
3633,45044,39.4888,-84.327
3634,8360,39.4895,-75.0474
3635,95965,39.4914,-121.5715
3636,21001,39.495,-76.1775
3637,21047,39.4984,-76.3847
3638,46131,39.5024,-86.0662
3639,80134,39.5139,-104.7683
3640,81601,39.522,-107.3198
3641,43160,39.5226,-83.4561
3642,81650,39.5248,-107.7679
3643,95988,39.5258,-122.2177
3644,46176,39.5271,-85.7431
3645,45056,39.5289,-84.7675
3646,89502,39.529,-119.7817
3647,47834,39.5316,-87.1007
3648,89523,39.5355,-119.8677
3649,43138,39.5383,-82.437
3650,66002,39.5405,-95.1292
3651,25404,39.5428,-77.9102
3652,66901,39.5509,-97.6605
3653,89512,39.5536,-119.7857
3654,80130,39.5624,-104.9107
3655,45005,39.5663,-84.2778
3656,62568,39.5696,-89.3152
3657,26508,39.5788,-79.9593
3658,43113,39.5822,-82.9483
3659,89436,39.5844,-119.7464
3660,21157,39.5855,-76.984
3661,80443,39.5869,-106.0963
3662,80112,39.5906,-104.8618
3663,84501,39.5963,-110.7886
3664,21740,39.6008,-77.7316
3665,61944,39.6018,-87.6811
3666,46143,39.6028,-86.1623
3667,21921,39.6032,-75.7928
3668,8087,39.6034,-74.3633
3669,62363,39.6048,-90.8223
3670,80016,39.6063,-104.7047
3671,80127,39.6081,-105.1509
3672,80123,39.6084,-105.0902
3673,21901,39.61,-75.9515
3674,80123,39.6106,-105.0349
3675,89408,39.6112,-119.2169
3676,8070,39.6121,-75.5047
3677,80015,39.6139,-104.8114
3678,89506,39.6155,-119.8531
3679,21502,39.6249,-78.8351
3680,80015,39.6253,-104.794
3681,46135,39.6269,-86.8327
3682,81620,39.6281,-106.5003
3683,46173,39.6293,-85.4427
3684,45458,39.6309,-84.2116
3685,46143,39.634,-86.0801
3686,80123,39.6362,-105.0834
3687,21074,39.6363,-76.8693
3688,80015,39.6402,-104.7376
3689,46113,39.6422,-86.3281
3690,46135,39.6435,-86.8235
3691,26501,39.6459,-79.9987
3692,45459,39.6476,-84.1073
3693,8037,39.6485,-74.7849
3694,80231,39.6518,-104.879
3695,19720,39.6535,-75.6219
3696,80227,39.6551,-105.0545
3697,80110,39.6561,-104.9948
3698,47842,39.6562,-87.4311
3699,26155,39.6566,-80.8596
3700,21740,39.6582,-77.7493
3701,46227,39.6603,-86.1421
3702,8094,39.6624,-74.9614
3703,80014,39.6735,-104.8112
3704,80222,39.6759,-104.9146
3705,80219,39.6776,-105.0215
3706,47331,39.6844,-85.1369
3707,45385,39.6894,-83.9696
3708,80231,39.6903,-104.8887
3709,46221,39.6956,-86.2665
3710,46203,39.6996,-86.0855
3711,46168,39.6999,-86.4169
3712,8050,39.7005,-74.2755
3713,80439,39.7011,-105.3272
3714,80012,39.702,-104.8262
3715,80219,39.7087,-104.8817
3716,46227,39.711,-86.1192
3717,45439,39.7113,-84.2018
3718,46168,39.7116,-86.3677
3719,62650,39.7199,-90.2708
3720,80226,39.7223,-105.0804
3721,95928,39.7232,-121.805
3722,63401,39.7249,-91.4001
3723,8012,39.7293,-75.0353
3724,19808,39.7339,-75.6185
3725,64503,39.737,-94.8042
3726,80010,39.7393,-104.8675
3727,43130,39.741,-82.6425
3728,95969,39.7424,-121.6569
3729,80214,39.7427,-105.0794
3730,17268,39.7427,-77.5282
3731,62703,39.7449,-89.6394
3732,62704,39.7521,-89.7103
3733,63552,39.7539,-92.4639
3734,64429,39.7582,-94.2316
3735,46122,39.7593,-86.4893
3736,17331,39.7608,-76.962
3737,80011,39.7617,-104.7744
3738,80033,39.7663,-105.14
3739,46123,39.7663,-86.3548
3740,64628,39.7679,-93.0727
3741,45320,39.768,-84.6334
3742,17361,39.7681,-76.6681
3743,80207,39.7697,-104.8972
3744,45431,39.7726,-84.055
3745,46229,39.7735,-85.9765
3746,64601,39.7765,-93.5562
3747,46224,39.7784,-86.2633
3748,80212,39.7792,-105.0613
3749,80239,39.7862,-104.8114
3750,19363,39.7968,-75.9791
3751,80002,39.8007,-105.104
3752,80022,39.8046,-104.9281
3753,8091,39.8083,-74.9277
3754,64506,39.8086,-94.8119
3755,46140,39.8127,-85.7667
3756,46229,39.8128,-85.9922
3757,80004,39.8145,-105.1628
3758,62521,39.8185,-88.8831
3759,45426,39.8208,-84.2852
3760,17331,39.8235,-76.9751
3761,80003,39.8253,-105.0565
3762,80030,39.8267,-105.0235
3763,47374,39.8267,-84.8532
3764,46226,39.8281,-86.026
3765,8096,39.8326,-75.1293
3766,46254,39.8383,-86.2442
3767,62702,39.8395,-89.6009
3768,43137,39.842,-82.9374
3769,17325,39.8433,-77.2046
3770,66508,39.8433,-96.6051
3771,8096,39.8442,-75.0916
3772,94066,39.8449,-82.9399
3773,45414,39.846,-84.1965
3774,66434,39.8464,-95.56
3775,19061,39.8519,-75.4493
3776,43110,39.8522,-82.8241
3777,46228,39.8534,-86.1925
3778,46226,39.8538,-86.0844
3779,8083,39.8548,-75.0243
3780,80229,39.855,-104.975
3781,45315,39.8565,-84.335
3782,46236,39.8584,-85.976
3783,8734,39.8587,-74.1793
3784,46112,39.8592,-86.3966
3785,19348,39.8612,-75.6902
3786,45424,39.8633,-84.0982
3787,19022,39.8637,-75.3408
3788,80031,39.8681,-105.0567
3789,43123,39.8752,-83.0426
3790,80229,39.8763,-104.9862
3791,80233,39.8845,-104.9663
3792,47362,39.8867,-85.3887
3793,46240,39.8876,-86.119
3794,43207,39.8894,-83.0013
3795,43701,39.8914,-82.0409
3796,80233,39.8916,-104.9792
3797,8106,39.8921,-75.0842
3798,15370,39.8939,-80.1265
3799,8053,39.8962,-74.9154
3800,62526,39.8998,-88.9515
3801,34275,39.904,-79.7533
3802,19036,39.9072,-75.2921
3803,43140,39.909,-83.4293
3804,46268,39.9092,-86.2165
3805,15401,39.9144,-79.7567
3806,80020,39.9167,-105.0466
3807,17202,39.9208,-77.6069
3808,45505,39.9209,-83.7469
3809,80021,39.9259,-105.1362
3810,19148,39.9265,-75.1414
3811,26041,39.9268,-80.7477
3812,43228,39.927,-83.1205
3813,46037,39.9296,-86.0212
3814,80602,39.9311,-104.9059
3815,8054,39.9314,-74.9629
3816,62305,39.9382,-91.3323
3817,8002,39.9386,-75.0446
3818,19064,39.939,-75.3563
3819,43068,39.939,-82.785
3820,17356,39.9398,-76.6439
3821,80234,39.9403,-104.9907
3822,45504,39.9517,-83.8265
3823,43213,39.9537,-82.9004
3824,17408,39.9684,-76.7731
3825,80601,39.9696,-104.8239
3826,8755,39.9757,-74.2384
3827,8048,39.9774,-74.7685
3828,43701,39.9775,-82.0116
3829,17402,39.9777,-76.6715
3830,19365,39.9799,-75.9337
3831,46038,39.981,-86.0015
3832,43228,39.9833,-83.145
3833,43725,39.9893,-81.5767
3834,62618,39.9968,-90.3945
3835,19137,39.9991,-75.0918
3836,15425,40.0042,-79.6076
3837,80026,40.006,-105.1051
3838,46033,40.0066,-86.1238
3839,8077,40.0078,-74.9809
3840,47933,40.0133,-86.9076
3841,19341,40.0224,-75.6334
3842,15537,40.0233,-78.4471
3843,15417,40.0263,-79.899
3844,84651,40.0277,-111.7564
3845,43056,40.0284,-82.4523
3846,17602,40.0296,-76.2411
3847,19124,40.0316,-75.0995
3848,46060,40.0338,-85.999
3849,80301,40.0353,-105.2551
3850,15665,40.0384,-76.3839
3851,8016,40.0476,-74.8427
3852,61874,40.0488,-88.2563
3853,15501,40.0522,-79.0707
3854,45373,40.0566,-84.2356
3855,26059,40.0583,-80.6052
3856,43219,40.0605,-82.9132
3857,17257,40.0623,-77.4979
3858,46013,40.0645,-85.6496
3859,43220,40.0672,-83.09
3860,46052,40.0718,-86.4799
3861,8724,40.0727,-74.1249
3862,17601,40.0737,-76.3251
3863,43016,40.0741,-83.1376
3864,43950,40.0757,-80.875
3865,19095,40.0821,-75.1686
3866,19114,40.083,-75.0226
3867,19154,40.0833,-74.9628
3868,19406,40.0835,-75.3986
3869,19154,40.0856,-74.9677
3870,43055,40.0857,-82.4307
3871,84660,40.0989,-111.6134
3872,96080,40.1036,-122.185
3873,43078,40.1085,-83.716
3874,43081,40.1113,-82.924
3875,61802,40.1116,-88.1594
3876,43016,40.1235,-83.0871
3877,84660,40.1238,-111.6388
3878,45331,40.126,-84.6172
3879,19403,40.1275,-75.4014
3880,15666,40.1279,-79.5451
3881,7731,40.1312,-74.2264
3882,19053,40.1366,-74.9676
3883,15012,40.1385,-79.8456
3884,19055,40.142,-74.8225
3885,19401,40.1453,-75.3152
3886,61822,40.147,-88.2549
3887,61727,40.1489,-88.9761
3888,17319,40.1496,-76.8132
3889,19520,40.1531,-75.8624
3890,45356,40.1532,-84.2084
3891,62656,40.1543,-89.398
3892,84663,40.1573,-111.6443
3893,47302,40.1575,-85.3693
3894,80504,40.1582,-105.0485
3895,19090,40.1585,-75.1392
3896,96080,40.1622,-122.2324
3897,68352,40.1624,-97.1753
3898,96080,40.1629,-122.2344
3899,47394,40.1631,-84.9652
3900,43035,40.1652,-83.0159
3901,17522,40.1672,-76.1528
3902,15301,40.1827,-80.2217
3903,17013,40.1893,-77.1943
3904,8691,40.1948,-74.6342
3905,18974,40.1948,-75.0809
3906,69001,40.1986,-100.6523
3907,61834,40.2014,-87.6277
3908,80504,40.2052,-105.0988
3909,63501,40.2167,-92.5796
3910,47304,40.2168,-85.441
3911,18976,40.2203,-75.1385
3912,17011,40.2249,-76.9284
3913,7753,40.225,-74.0852
3914,43040,40.2305,-83.3458
3915,8619,40.2342,-74.7149
3916,7728,40.2437,-74.2935
3917,17050,40.2484,-77.0233
3918,8601,40.2514,-74.7563
3919,8520,40.254,-74.5533
3920,19464,40.2542,-75.6659
3921,80701,40.2609,-103.7695
3922,17111,40.2616,-76.773
3923,64424,40.2622,-94.0172
3924,33543,40.2629,-111.67
3925,84604,40.2629,-111.67
3926,43015,40.266,-83.0736
3927,84058,40.2727,-111.7102
3928,15904,40.2766,-78.8459
3929,46041,40.2814,-86.4785
3930,15650,40.2825,-79.383
3931,19438,40.2867,-75.3931
3932,45365,40.2905,-84.1926
3933,19440,40.2911,-75.2642
3934,19606,40.2942,-75.8394
3935,43812,40.2951,-81.8504
3936,8540,40.3032,-74.677
3937,68310,40.3037,-96.7443
3938,61866,40.3055,-88.1787
3939,15601,40.309,-79.5814
3940,15642,40.3165,-79.6863
3941,17078,40.323,-76.5626
3942,43311,40.3283,-83.757
3943,64468,40.33,-94.8701
3944,15102,40.3389,-80.0235
3945,15122,40.3419,-79.9464
3946,19610,40.3422,-75.9784
3947,84042,40.3485,-111.7318
3948,17046,40.35,-76.39
3949,19505,40.3512,-75.6305
3950,47909,40.3648,-86.8592
3951,43952,40.3655,-80.6694
3952,84062,40.3675,-111.7652
3953,16635,40.3703,-78.4328
3954,8857,40.3737,-74.3192
3955,84003,40.3849,-111.8252
3956,80631,40.3862,-104.7191
3957,15106,40.3869,-80.0962
3958,15137,40.3873,-79.8248
3959,84045,40.3895,-111.9197
3960,26062,40.3903,-80.5495
3961,15626,40.399,-79.5902
3962,80537,40.4045,-105.0468
3963,43050,40.4048,-82.4416
3964,96130,40.409,-120.6376
3965,18041,40.4107,-75.5106
3966,47905,40.4132,-86.8273
3967,84062,40.4166,-111.7704
3968,19560,40.4176,-75.9204
3969,52632,40.4177,-91.4107
3970,80634,40.4228,-104.7547
3971,96007,40.4313,-122.2896
3972,80538,40.4358,-104.9668
3973,84078,40.4382,-109.5632
3974,52641,40.4409,-91.5318
3975,47371,40.4409,-84.9902
3976,15717,40.4425,-79.2266
3977,15275,40.4474,-80.1764
3978,8857,40.448,-74.3009
3979,18951,40.4486,-75.3577
3980,16601,40.4555,-78.4055
3981,80538,40.4569,-105.081
3982,47906,40.457,-86.9329
3983,8816,40.4589,-74.3989
3984,61455,40.461,-90.6415
3985,8902,40.4619,-74.4665
3986,80487,40.462,-106.8233
3987,15235,40.474,-79.7786
3988,15931,40.4754,-78.7504
3989,46901,40.4793,-86.1039
3990,15238,40.4883,-79.8889
3991,61705,40.4897,-89.0415
3992,16652,40.4907,-78.0443
3993,84032,40.4937,-111.4175
3994,44663,40.4959,-81.4703
3995,84065,40.5052,-111.9775
3996,84096,40.5091,-112.0115
3997,81625,40.5115,-107.5696
3998,61761,40.5152,-88.9491
3999,15108,40.5157,-80.2242
4000,80525,40.5213,-105.0795
4001,84065,40.5234,-111.926
4002,80547,40.5266,-104.9905
4003,84020,40.5267,-111.8525
4004,8822,40.5275,-74.8509
4005,46953,40.5303,-85.6768
4006,8817,40.532,-74.3764
4007,44654,40.5335,-81.9196
4008,7095,40.5361,-74.2935
4009,84096,40.5363,-112.0175
4010,61554,40.5379,-89.595
4011,84095,40.5458,-111.9014
4012,8835,40.5467,-74.5837
4013,18106,40.5539,-75.5788
4014,45822,40.5543,-84.5405
4015,8854,40.5547,-74.4413
4016,17023,40.5559,-76.7917
4017,84074,40.556,-112.3007
4018,45895,40.5616,-84.1777
4019,84095,40.5631,-111.9752
4020,19526,40.5641,-76.0122
4021,15084,40.5642,-79.8042
4022,84095,40.5746,-111.9792
4023,17044,40.5817,-77.6118
4024,96003,40.5839,-122.3432
4025,43302,40.584,-83.0884
4026,84094,40.5853,-111.8595
4027,80524,40.5862,-105.0548
4028,61520,40.5923,-90.0333
4029,15701,40.6033,-79.1948
4030,84084,40.6115,-111.9779
4031,7036,40.6127,-74.2476
4032,8876,40.6143,-74.7289
4033,84047,40.6194,-111.8585
4034,15044,40.6231,-79.9466
4035,68901,40.6243,-98.3858
4036,80751,40.627,-103.2364
4037,8809,40.6285,-74.9212
4038,61550,40.6302,-89.4618
4039,84118,40.6357,-112.0265
4040,7069,40.6379,-74.4248
4041,11422,40.6384,-73.7388
4042,68333,40.6405,-96.9394
4043,18052,40.644,-75.4884
4044,18052,40.6451,-75.4872
4045,15065,40.647,-79.713
4046,84117,40.6498,-111.8493
4047,84123,40.6505,-111.9369
4048,43326,40.6573,-83.5838
4049,68410,40.658,-95.8559
4050,15005,40.6582,-80.2266
4051,7002,40.6599,-74.1067
4052,11581,40.6609,-73.7267
4053,43920,40.664,-80.5864
4054,84117,40.6699,-111.8636
4055,84120,40.6706,-111.9889
4056,18020,40.6725,-75.342
4057,8865,40.6742,-75.1446
4058,8865,40.6779,-75.1496
4059,15061,40.6787,-80.3014
4060,11758,40.683,-73.4333
4061,61611,40.6838,-89.585
4062,7083,40.6871,-74.2999
4063,16066,40.6878,-80.1056
4064,84106,40.691,-111.8465
4065,44903,40.6917,-82.5081
4066,84044,40.6949,-112.09
4067,11553,40.6959,-73.5781
4068,84120,40.7022,-112.0273
4069,61571,40.7069,-89.457
4070,52544,40.7092,-92.8657
4071,18045,40.7145,-75.2812
4072,84109,40.7199,-111.8134
4073,84098,40.7261,-111.5493
4074,68847,40.7265,-99.0812
4075,11756,40.7265,-73.5128
4076,11735,40.7269,-73.4204
4077,11554,40.727,-73.5438
4078,17970,40.7275,-76.1899
4079,61604,40.7284,-89.6158
4080,45804,40.7289,-84.0599
4081,68512,40.7295,-96.685
4082,68526,40.7364,-96.5989
4083,84115,40.7409,-111.9011
4084,11590,40.7433,-73.6009
4085,51601,40.7443,-95.383
4086,52544,40.7444,-92.8676
4087,68850,40.7449,-99.7425
4088,7032,40.7477,-74.1375
4089,47960,40.7479,-86.7815
4090,45805,40.7526,-84.1523
4091,45805,40.7547,-84.148
4092,46947,40.7561,-86.3138
4093,46947,40.7612,-86.312
4094,51601,40.7619,-95.3825
4095,44906,40.7622,-82.5949
4096,44646,40.7655,-81.5229
4097,46714,40.7728,-85.1683
4098,60970,40.7759,-87.695
4099,60970,40.7771,-87.6974
4100,95501,40.7807,-124.1905
4101,15010,40.7823,-80.3838
4102,17866,40.7878,-76.5051
4103,7094,40.793,-74.0424
4104,44708,40.7941,-81.4222
4105,61615,40.7962,-89.6344
4106,11749,40.8006,-73.1786
4107,46733,40.8089,-84.9409
4108,18235,40.8096,-75.7383
4109,7927,40.8097,-74.4573
4110,16803,40.81,-77.8976
4111,44820,40.8101,-82.9464
4112,11725,40.8118,-73.2895
4113,7047,40.8141,-74.0135
4114,52655,40.8142,-91.1609
4115,16201,40.8147,-79.542
4116,7840,40.8163,-74.8421
4117,18235,40.8164,-75.7336
4118,66605,40.8191,-85.8422
4119,46992,40.8191,-85.8356
4120,17870,40.823,-76.845
4121,68467,40.8281,-97.5933
4122,16801,40.8327,-77.8082
4123,44705,40.834,-81.3292
4124,43351,40.8346,-83.2323
4125,18252,40.8368,-75.9881
4126,89801,40.8408,-115.7924
4127,11980,40.8458,-72.8972
4128,44691,40.8476,-81.9417
4129,68507,40.8489,-96.6018
4130,68521,40.8584,-96.6778
4131,44805,40.8623,-82.2713
4132,7608,40.8626,-74.0625
4133,11720,40.863,-73.0812
4134,7026,40.8667,-74.1009
4135,61764,40.8702,-88.66
4136,44720,40.8709,-81.4334
4137,7852,40.8737,-74.6533
4138,7852,40.8737,-74.6533
4139,68434,40.8766,-97.0988
4140,16001,40.8781,-79.9431
4141,11953,40.8802,-72.9472
4142,7836,40.8818,-74.7084
4143,68801,40.8854,-98.3362
4144,45891,40.8891,-84.5788
4145,7663,40.8922,-74.0938
4146,46750,40.899,-85.5166
4147,44460,40.8996,-80.8176
4148,44601,40.9,-81.1608
4149,11733,40.9031,-73.0782
4150,7005,40.9072,-74.4041
4151,7866,40.9074,-74.5624
4152,84014,40.919,-111.8838
4153,47978,40.9237,-87.1531
4154,11901,40.9247,-72.7116
4155,15767,40.9278,-78.9807
4156,11901,40.9326,-72.665
4157,68803,40.9427,-98.3871
4158,89445,40.9533,-117.7459
4159,52641,40.979,-91.5418
4160,61401,40.9816,-90.36
4161,18202,40.9865,-76.0124
4162,18301,40.99,-75.1829
4163,17837,40.9916,-76.879
4164,44312,40.9926,-81.4892
4165,7457,40.9929,-74.3123
4166,16881,40.998,-78.3416
4167,52556,41.0075,-91.9931
4168,52556,41.0077,-91.9932
4169,17815,41.0087,-76.4853
4170,16101,41.0089,-80.3945
4171,52501,41.0125,-92.4555
4172,46816,41.014,-85.1203
4173,50213,41.0233,-93.8001
4174,44514,41.029,-80.6307
4175,16830,41.0321,-78.4009
4176,10601,41.0337,-73.7649
4177,45875,41.0342,-84.0347
4178,50801,41.0454,-94.3728
4179,46975,41.0505,-86.2144
4180,44281,41.0526,-81.725
4181,45840,41.0557,-83.6726
4182,45840,41.0575,-83.5943
4183,84041,41.0683,-111.9796
4184,7860,41.0697,-74.7388
4185,46804,41.0697,-85.2027
4186,60901,41.0805,-87.8611
4187,84075,41.0905,-112.0696
4188,6854,41.0962,-73.4495
4189,44515,41.0976,-80.774
4190,44240,41.0977,-81.3838
4191,84040,41.0999,-111.9405
4192,44883,41.1121,-83.2215
4193,10901,41.1134,-74.1073
4194,69153,41.1135,-101.719
4195,7416,41.116,-74.579
4196,68123,41.1163,-95.9428
4197,17751,41.1167,-77.4805
4198,69162,41.1168,-102.9447
4199,69101,41.1208,-100.7577
4200,18344,41.1255,-75.3723
4201,82007,41.1263,-104.7619
4202,46825,41.128,-85.1382
4203,15801,41.1281,-78.7374
4204,46835,41.1283,-85.0067
4205,44333,41.1346,-81.632
4206,84015,41.1374,-112.0609
4207,68028,41.1434,-96.1656
4208,44505,41.1475,-80.6618
4209,61364,41.1516,-88.833
4210,84405,41.1522,-111.9385
4211,68123,41.1557,-95.9367
4212,44266,41.1561,-81.2996
4213,6851,41.1592,-73.4174
4214,44256,41.162,-81.8592
4215,82009,41.1641,-104.7911
4216,44224,41.1658,-81.4801
4217,16127,41.1681,-80.1146
4218,46725,41.1708,-85.4966
4219,68133,41.1742,-96.0202
4220,84405,41.1761,-111.9987
4221,46818,41.1763,-85.1692
4222,68128,41.1777,-96.0599
4223,18466,41.1839,-75.4389
4224,0,41.1862,-74.0424
4225,16214,41.1887,-79.3961
4226,60914,41.1901,-87.8466
4227,68135,41.1919,-96.1765
4228,61231,41.1979,-90.732
4229,6614,41.2014,-73.1188
4230,68117,41.2119,-95.9932
